time_ms,x,y,z,speed_kmh,speed_ms,vx,vy,vz,yaw,pitch,roll,qx,qy,qz,qw,gear,rpm_raw,steer,gas,brake,side_speed,is_turbo,is_ground_contact,turbo_time,fl_dampen,fr_dampen,rr_dampen,rl_dampen,wetness
3480,1568.79,10.0525,895.375,290.869,80.7969,-30.6561,-0.141136,74.7551,-0.393163,0.000363662,0.057051,0.00539253,-0.195243,-0.0280078,0.98034,,,1,1,0,,,,,,,,,0
3490,1568.48,10.0517,896.122,291.084,80.8568,-31.3277,-0.14932,74.5411,-0.401896,0.000125111,0.056455,0.00557214,-0.199521,-0.0276683,0.979487,,,1,1,0,,,,,,,,,0
3500,1568.17,10.0509,896.868,291.3,80.9166,-32.0002,-0.157643,74.32,-0.410655,-3.52028e-05,0.0557203,0.00569683,-0.203808,-0.0272678,0.978615,,,1,1,0,,,,,,,,,0
3510,1567.85,10.05,897.611,291.515,80.9765,-32.6732,-0.16528,74.092,-0.419437,-0.000136082,0.0548705,0.0057774,-0.208105,-0.0268166,0.977722,,,1,1,0,,,,,,,,,0
3520,1567.52,10.0491,898.352,291.731,81.0363,-33.3465,-0.171806,73.8571,-0.428241,-0.000192046,0.0539263,0.00582245,-0.212408,-0.0263238,0.976809,,,1,1,0,,,,,,,,,0
3530,1567.19,10.0482,899.091,291.946,81.0961,-34.0199,-0.176987,73.6152,-0.437065,-0.000214345,0.0529069,0.00583895,-0.216718,-0.0257981,0.975876,,,1,1,0,,,,,,,,,0
3540,1566.85,10.0472,899.828,292.161,81.1559,-34.693,-0.180711,73.3665,-0.445906,-0.000211561,0.0518309,0.00583266,-0.221033,-0.0252478,0.974922,,,1,1,0,,,,,,,,,0
3550,1566.5,10.0462,900.562,292.383,81.2174,-35.3207,-0.183401,73.1347,-0.454745,-0.000191098,0.0507127,0.00580824,-0.225344,-0.0246796,0.973949,,,1,1,0,,,,,,,,,0
3560,1566.15,10.0452,901.293,292.61,81.2806,-35.912,-0.186466,72.9166,-0.463478,-0.00016163,0.0495234,0.00576508,-0.229598,-0.0240788,0.972971,,,-1,1,0,,,,,,,,,0
3570,1565.79,10.0441,902.023,292.842,81.3449,-36.4819,-0.189757,72.7051,-0.471989,-0.000129786,0.0482452,0.00570263,-0.233741,-0.0234365,0.972,,,-1,1,0,,,,,,,,,0
3580,1565.43,10.0429,902.751,293.076,81.41,-37.0313,-0.192898,72.4999,-0.480173,-0.000100045,0.0468823,0.00562205,-0.23772,-0.0227548,0.971051,,,-1,1,0,,,,,,,,,0
3590,1565.06,10.0417,903.476,293.313,81.4758,-37.5562,-0.195689,72.3035,-0.487928,-7.51793e-05,0.0454411,0.00552417,-0.241488,-0.0220368,0.970138,,,-1,1,0,,,,,,,,,0
3600,1564.69,10.0404,904.2,293.551,81.5421,-38.0508,-0.198185,72.1194,-0.495163,-5.66338e-05,0.0439238,0.00540899,-0.245,-0.0212836,0.969274,,,-1,1,0,,,,,,,,,0
3610,1564.31,10.039,904.922,293.791,81.6085,-38.5089,-0.200572,71.9512,-0.50179,-4.49485e-05,0.0423271,0.00527568,-0.248215,-0.0204938,0.968474,,,-1,1,0,,,,,,,,,0
3620,1563.92,10.0375,905.642,294.03,81.6751,-38.9246,-0.203078,71.8029,-0.50773,-3.99454e-05,0.0406431,0.00512268,-0.251095,-0.0196639,0.967749,,,-1,1,0,,,,,,,,,0
3630,1563.53,10.0359,906.36,294.269,81.7414,-39.2922,-0.20597,71.678,-0.512907,-4.09325e-05,0.0388598,0.00494791,-0.253603,-0.0187881,0.967113,,,-1,1,0,,,,,,,,,0
